A,B,C
942,353,1295
788,981,1769
715,29,744
461,826,1287
480,379,897
840,235,1075
783,400,1183
93,302,395
100,139,239
387,835,1222
685,484,1162
550,898,1448
663,264,927
345,161,477
450,229,679
894,354,1224
331,863,1194
708,56,764
808,377,1185
463,714,1177
769,944,1713
130,600,730
105,179,284
22,162,184
255,34,289
202,769,965
325,157,482
265,313,578
708,169,877
622,544,1166
397,395,792
837,783,1620
823,53,876
674,839,1513
496,901,1407
415,274,689
106,101,207
852,553,1370
894,63,957
36,148,184
708,844,1584
259,155,398
694,368,1062
293,853,1146
285,174,474
767,733,1490
294,418,712
68,958,1026
731,422,1202
220,208,428
244,247,491
747,684,1431
434,839,1273
259,509,768
844,421,1265
14,602,616
404,525,929
14,548,562
595,207,792
756,231,987
755,528,1283
756,956,1712
920,440,1360
186,320,506
156,476,675
632,938,1526
40,360,397
845,306,1151
37,660,697
686,73,759
79,780,859
474,120,594
228,417,656
859,856,1715
582,893,1475
759,61,820
161,381,542
568,249,817
375,157,532
819,15,834
910,985,1895
659,5,664
826,159,985
275,988,1263
195,803,998
683,586,1269
988,900,1888
154,65,219
745,190,943
889,148,1037
534,329,863
748,93,821
391,118,484
639,152,791
662,74,736
945,151,1096
71,389,450
163,34,197
393,221,614
31,482,513
288,631,919
550,333,883
2,196,198
503,457,960
914,679,1593
865,949,1814
190,568,758
17,755,772
161,335,496
288,622,910
758,27,785
57,364,421
87,474,561
602,570,1172
674,385,1059
845,614,1463
675,122,797
198,994,1192
465,669,1134
180,874,1054
665,170,835
103,668,771
986,380,1366
533,462,995
33,703,736
488,450,938
281,167,448
115,239,354
184,4,188
842,854,1696
880,979,1859
525,955,1480
866,441,1307
364,701,1027
487,692,1179
500,807,1307
859,217,1100
684,176,908
826,373,1199
5,977,982
818,230,1048
738,771,1509
261,290,510
16,918,934
946,818,1764
707,632,1339
541,674,1215
881,150,1031
402,625,1027
373,387,760
916,58,974
220,423,643
176,868,1044
983,660,1643
80,241,321
785,338,1123
143,483,626
545,879,1424
234,683,917
548,386,934
700,95,795
6,412,418
778,94,872
292,513,805
981,75,1056
968,163,1131
409,926,1335
402,211,660
212,1,194
327,113,440
409,535,944
950,763,1665
536,396,932
1000,527,1527
432,952,1384
625,713,1338
981,438,1419
783,936,1719
491,483,972
850,300,1150
79,80,159
758,492,1250
108,878,986
713,460,1173
229,809,1038
809,147,956
794,842,1636
808,703,1511
645,153,798
842,487,1375
39,563,602
240,64,304
976,586,1562
666,604,1270
926,514,1440
742,793,1535
314,791,1105
389,804,1193
926,117,1043
613,897,1510
605,66,671
162,869,1031
285,853,1138
54,594,682
117,841,958
758,64,822
426,314,740
969,648,1617
486,764,1250
411,975,1386
330,534,912
628,76,704
127,110,237
238,45,283
639,502,1132
439,931,1370
178,698,876
668,481,1154
62,828,890
600,412,996
983,689,1672
474,872,1351
674,342,1016
855,188,1043
461,261,722
155,866,1021
410,863,1273
824,117,941
483,525,1008
543,870,1413
60,911,971
80,754,834
332,563,895
782,709,1509
798,853,1651
195,810,1005
75,103,178
165,115,280
988,951,1939
12,455,467
867,376,1243
3,99,102
283,49,332
797,64,861
829,490,1319
922,500,1422
425,224,649
153,697,850
858,615,1473
264,529,793
810,618,1428
734,213,947
998,653,1651
215,598,863
632,793,1425
830,670,1469
759,333,1092
145,658,803
806,464,1223
444,868,1312
55,508,563
780,723,1503
955,196,1151
131,953,1084
63,288,351
265,2,267
647,517,1164
648,963,1611
428,897,1325
212,501,718
278,181,459
217,304,483
530,609,1139
239,883,1122
604,698,1302
264,189,453
478,86,564
806,221,1027
597,671,1268
751,219,970
129,75,204
375,139,547
109,891,1000
353,698,1051
533,260,793
787,393,1180
691,532,1223
811,102,913
315,239,554
628,710,1338
828,698,1526
173,635,808
934,15,949
562,400,962
814,163,977
474,858,1332
813,636,1428
498,843,1337
58,668,736
109,546,632
417,812,1229
828,893,1721
624,777,1401
261,447,708
782,880,1662
148,590,738
208,449,657
628,219,847
529,641,1170
687,955,1642
521,657,1178
670,28,722
533,904,1437
832,223,1055
562,827,1389
531,796,1327
819,831,1650
647,66,713
51,99,150
767,863,1630
531,997,1528
82,378,460
711,467,1178
549,804,1353
910,955,1865
342,466,808
298,642,940
552,107,659
63,868,931
135,695,830
160,753,913
954,150,1128
513,852,1365
781,864,1645
665,974,1639
796,238,1034
303,754,1057
392,482,886
29,911,940
471,892,1363
383,352,735
675,7,682
119,426,545
7,761,768
224,689,913
331,475,806
75,756,831
683,860,1543
714,111,825
655,755,1410
104,170,274
163,538,701
814,857,1671
76,604,680
381,260,641
693,958,1651
428,890,1318
355,654,1009
498,810,1308
198,546,761
60,404,464
147,353,500
557,762,1319
234,962,1196
185,445,630
653,635,1301
298,326,624
847,293,1140
214,630,844
14,6,20
872,859,1731
359,400,759
207,315,522
609,625,1218
729,372,1101
527,755,1282
486,157,671
145,812,957
996,222,1218
572,970,1542
340,395,735
551,412,963
340,733,1073
127,674,801
387,257,644
89,501,590
174,885,1059
266,891,1157
703,658,1361
72,940,1012
58,684,742
437,862,1299
356,136,492
468,796,1252
205,780,985
268,778,1046
695,585,1280
359,164,521
454,715,1169
210,198,408
589,644,1241
913,857,1770
832,930,1762
845,864,1709
48,327,375
188,336,513
809,84,893
106,36,142
991,905,1896
129,684,813
918,170,1088
462,467,929
791,449,1240
51,27,78
761,147,908
533,623,1119
788,728,1472
162,485,647
251,330,581
789,581,1370
446,295,741
374,836,1210
901,388,1289
544,550,1094
918,8,926
751,310,1061
368,366,734
137,226,363
30,369,399
849,556,1405
463,330,793
866,781,1647
417,193,649
876,351,1227
642,774,1416
305,49,354
144,330,474
261,86,347
742,382,1124
964,632,1596
888,449,1337
172,319,491
719,814,1533
135,805,940
4,289,293
887,797,1721
340,685,1025
390,86,476
647,734,1381
471,643,1114
727,373,1100
494,988,1482
664,19,683
663,469,1132
207,930,1137
821,821,1642
211,709,920
580,704,1284
883,32,915
757,588,1345
711,840,1569
436,400,836
917,572,1489
229,766,995
166,475,664
557,778,1335
863,973,1836
36,719,771
687,916,1603
110,93,203
556,239,763
460,897,1357
60,730,790
481,737,1218
802,406,1258
579,541,1120
177,262,439
259,370,629
215,636,851
724,297,1021
233,89,322
250,138,388
777,631,1401
398,320,768
203,322,525
475,990,1465
583,475,1058
701,244,945
422,669,1091
1,823,824
486,398,884
569,779,1348
663,658,1321
376,182,558
38,118,156
544,452,996
534,960,1494
434,583,1017
102,425,527
738,695,1433
136,208,295
142,854,996
37,361,398
215,695,910
551,234,785
622,625,1222
210,498,708
237,597,834
445,652,1097
461,244,705
934,512,1446
835,999,1834
992,658,1650
929,273,1202
397,759,1156
798,116,914
66,964,1030
155,946,1101
985,479,1464
225,356,581
716,983,1699
344,318,662
238,982,1220
225,789,987
878,12,890
535,308,856
685,38,723
410,911,1299
592,631,1223
708,271,979
436,435,871
388,814,1202
503,732,1235
367,219,586
9,678,687
623,766,1389
928,115,1043
11,338,349
893,913,1772
862,240,1102
668,605,1273
617,691,1308
296,629,925
342,128,470
662,251,913
115,408,523
553,724,1277
535,175,710
410,142,552
426,542,968
19,611,644
412,510,922
884,781,1665
457,504,961
942,288,1230
598,769,1367
445,897,1342
796,838,1634
555,950,1505
128,893,1021
902,959,1861
12,482,494
465,292,757
994,977,1971
719,18,737
734,458,1192
712,846,1558
439,432,871
988,429,1417
503,298,801
504,207,711
548,419,967
468,899,1367
630,640,1270
150,102,252
924,218,1142
652,988,1640
162,494,656
199,382,581
577,205,781
762,48,843
826,79,905
592,625,1217
872,949,1821
129,6,135
214,720,934
601,241,842
386,366,767
914,640,1554
145,376,521
676,553,1229
746,847,1593
899,166,1065
376,726,1102
388,277,665
396,188,584
845,391,1193
70,955,1025
771,75,846
537,267,804
868,140,1008
271,149,420
941,926,1867
489,382,871
771,28,799
798,680,1457
990,484,1474
179,308,487
606,13,619
707,289,996
899,874,1773
563,815,1378
322,212,534
110,260,370
428,523,951
513,210,682
681,243,909
56,533,589
483,838,1321
450,546,996
517,531,1048
990,985,1975
318,742,1060
122,196,318
343,79,422
929,201,1130
734,744,1446
893,477,1370
447,429,926
183,812,999
47,602,649
414,424,838
796,459,1255
919,790,1709
45,662,707
40,698,738
569,77,646
637,831,1468
476,606,1082
378,229,607
863,340,1203
182,348,530
465,4,469
613,946,1559
705,727,1432
404,25,429
775,620,1395
936,219,1155
246,938,1184
131,948,1070
924,936,1860
55,633,688
296,556,852
734,461,1195
924,95,1019
952,460,1412
233,217,402
643,441,1076
123,381,504
553,105,658
547,678,1225
446,821,1267
398,615,1013
536,981,1517
519,156,675
137,381,518
593,685,1278
881,425,1306
406,119,525
341,864,1205
62,942,1004
675,390,1065
906,28,934
791,487,1278
858,382,1240
12,723,735
205,291,496
613,249,862
140,621,761
295,855,1150
375,199,574
344,417,761
729,102,831
387,543,930
290,247,490
122,599,721
557,632,1189
612,625,1237
998,682,1680
831,689,1520
35,402,437
414,688,1102
137,479,616
81,299,380
67,149,216
618,41,639
272,21,293
401,415,808
289,326,615
377,834,1211
839,779,1618
136,901,1037
411,600,1011
932,75,1007
647,904,1551
244,860,1104
467,936,1403
269,553,822
983,197,1180
361,141,502
883,970,1853
373,851,1224
232,807,1039
456,955,1411
742,119,861
109,289,351
709,879,1588
589,440,1029
947,223,1170
461,426,887
197,244,441
403,413,787
956,889,1845
449,413,862
29,363,392
829,381,1210
818,58,876
426,496,922
841,49,890
282,703,985
480,217,697
383,626,1009
500,921,1421
975,280,1255
725,905,1630
818,792,1610
854,687,1541
487,875,1362
706,344,1050
470,801,1271
757,883,1640
321,64,385
92,640,732
849,567,1416
123,893,1016
343,106,449
44,258,302
865,430,1295
561,576,1137
366,271,637
484,455,939
602,797,1359
110,537,647
127,60,141
429,62,491
639,131,770
394,88,482
329,71,438
643,466,1071
114,875,989
449,673,1087
590,769,1359
727,108,835
941,823,1764
66,23,89
328,845,1173
689,997,1686
169,303,472
347,280,627
315,21,336
599,518,1117
273,228,501
327,162,489
780,43,823
277,579,856
523,456,979
337,559,896
676,963,1639
563,247,810
89,394,483
887,451,1338
180,382,562
489,321,810
422,663,1085
436,14,450
2,212,214
185,361,546
760,426,1161
346,18,364
688,902,1590
846,859,1717
618,641,1259
318,470,788
298,363,661
150,398,548
281,52,333
804,962,1789
635,236,871
920,161,1081
215,676,891
327,281,608
644,93,737
714,954,1668
303,415,718
427,482,909
634,193,827
96,619,715
820,206,1026
921,69,990
825,421,1246
150,883,1033
697,969,1666
989,207,1196
557,445,1002
841,443,1284
667,833,1500
739,211,925
942,643,1585
910,449,1358
304,631,935
941,835,1776
612,589,1201
83,455,538
883,981,1864
956,608,1564
335,755,1090
344,828,1172
650,293,943
502,669,1171
199,32,231
678,230,908
98,931,1007
580,553,1133
182,490,672
4,229,233
880,595,1475
141,205,346
306,436,742
477,991,1468
465,148,613
401,917,1317
649,856,1505
798,968,1766
796,147,943
139,377,516
933,720,1653
200,696,896
314,86,400
789,463,1252
365,18,383
705,551,1256
918,714,1654
687,681,1368
582,110,692
53,635,688
486,662,1148
221,723,944
631,220,851
655,696,1351
61,652,713
518,303,821
668,966,1634
108,256,364
783,435,1218
122,220,342
497,174,671
741,55,796
701,268,969
939,23,962
564,343,907
824,42,866
29,140,169
796,975,1771
531,680,1211
538,952,1490
242,699,941
768,846,1614
688,140,828
221,518,739
544,616,1160
548,170,718
623,554,1177
214,135,349
546,355,901
37,221,258
447,719,1166
886,153,1039
855,146,1001
709,68,777
568,437,1005
942,329,1271
607,166,773
728,691,1419
723,934,1657
801,230,1031
123,750,873
993,725,1718
254,417,671
762,819,1581
248,15,263
377,547,924
33,986,1019
506,370,876
380,768,1148
430,393,823
160,737,897
1,573,574
358,480,838
364,217,616
788,884,1672
547,638,1185
541,542,1083
942,153,1095
929,920,1849
648,546,1194
257,47,304
81,753,834
651,427,1078
177,121,298
235,916,1151
663,978,1641
985,692,1677
304,917,1221
255,766,1021
384,449,833
585,547,1132
57,555,648
284,117,441
564,291,855
445,267,712
21,43,64
608,636,1292
18,163,181
451,537,988
419,699,1118
895,133,1028
57,924,981
672,699,1371
538,138,676
516,432,963
924,413,1337
728,495,1223
903,975,1878
781,511,1318
764,75,839
640,611,1251
934,345,1279
80,12,92
784,230,1024
527,338,865
116,258,327
839,653,1492
23,580,609
187,847,1034
936,789,1725
208,511,729
51,711,762
264,113,377
669,452,1158
738,889,1627
472,418,907
546,275,821
313,863,1176
358,16,374
966,802,1768
320,97,417
24,942,966
826,772,1598
245,314,559
815,879,1694
308,170,478
327,246,573
279,241,527
541,83,624
269,912,1181
884,62,946
326,342,668
701,614,1315
482,748,1251
864,819,1683
608,758,1362
83,931,1014
676,363,1039
368,265,605
386,119,505
629,3,632
215,478,693
777,429,1206
822,796,1618
864,802,1666
940,789,1729
624,493,1117
115,126,241
798,388,1186
555,44,599
123,691,814
921,721,1642
73,10,83
525,661,1186
113,329,442
164,317,481
771,65,836
955,218,1173
794,272,1066
419,931,1350
481,622,1103
821,384,1205
504,355,859
899,314,1226
431,659,1090
120,357,477
188,254,442
537,978,1515
662,212,874
368,255,623
180,378,558
439,906,1345
497,691,1188
220,427,647
352,684,987
417,514,931
998,957,1955
949,839,1788
814,687,1501
384,432,816
2,523,525
110,945,1055
410,812,1222
840,965,1805
196,878,1074
66,39,55
726,89,815
445,169,614
579,683,1262
326,797,1123
303,453,756
668,984,1652
219,204,423
284,32,316
834,861,1695
199,808,1004
996,840,1813
511,35,546
882,383,1265
520,470,990
110,689,799
741,666,1407
725,870,1595
65,794,899
171,537,708
169,449,618
368,351,719
910,153,1063
159,435,594
793,456,1249
947,303,1250
284,352,636
959,161,1120
915,96,1011
74,56,130
586,825,1405
561,938,1460
912,125,1037
82,201,283
155,902,1057
275,278,553
153,669,838
437,817,1254
678,630,1308
306,323,629
271,294,565
832,47,879
134,28,162
494,436,930
995,532,1527
428,175,603
349,180,529
514,552,1066
350,458,808
129,524,653
414,701,1115
435,186,621
275,719,994
852,917,1769
184,149,333
616,156,772
135,137,272
791,632,1423
606,326,932
404,973,1377
927,505,1432
395,249,644
935,287,1222
538,955,1493
339,48,387
127,461,588
200,825,1025
561,965,1526
300,74,374
28,60,88
375,483,858
261,937,1198
467,923,1390
917,281,1198
277,682,959
860,161,1021
819,429,1248
844,194,1038
92,264,356
962,583,1545
217,606,823
262,391,653
728,485,1259
978,602,1580
721,309,1030
789,469,1258
303,462,765
506,71,577
596,694,1290
779,664,1443
539,312,851
208,974,1182
10,556,566
831,440,1271
408,381,789
26,926,952
385,775,1160
940,300,1240
931,895,1826
910,385,1295
79,373,452
968,432,1419
83,954,1037
509,154,663
854,928,1782
553,344,897
602,437,1039
130,882,1012
750,12,762
881,442,1323
777,523,1300
729,50,779
701,681,1382
926,303,1229
442,475,911
167,735,902
679,906,1585
374,824,1198
395,839,1234
334,141,475
732,336,1068
503,600,1103
806,44,850
570,665,1235
615,799,1414
195,976,1171
150,326,476
160,280,440
481,813,1294
663,988,1651
625,206,831
840,469,1298
62,393,455
783,458,1241
582,993,1575
344,163,537
668,380,1059
192,841,1033
524,390,914
164,129,293
594,918,1512
610,924,1534
96,209,305
960,534,1494
18,260,278
377,258,635
52,108,160
137,583,720
180,882,1062
741,867,1608
598,90,688
372,202,574
434,484,918
925,626,1551
612,816,1428
98,47,145
885,896,1781
641,513,1154
294,291,585
436,8,444
153,627,780
213,529,742
146,498,644
323,499,822
636,569,1205
50,958,1008
379,938,1317
426,756,1182
214,940,1154
919,875,1748
26,760,813
556,110,668
342,500,842
354,348,702
931,437,1368
919,589,1508
409,61,470
861,632,1493
593,345,938
934,758,1692
15,788,803
407,70,477
995,219,1253
99,547,646
192,140,332
313,126,439
966,633,1648
235,840,1075
296,249,545
557,57,614
382,962,1344
445,903,1348
705,994,1699
201,437,638
992,173,1165
816,434,1250
629,684,1313
350,601,951
756,165,921
305,34,339
462,306,768
439,467,906
572,800,1373
350,775,1125
598,375,973
59,975,984
321,401,695
588,640,1228
300,324,624
777,401,1178
951,56,1007
231,221,452
585,447,1032
895,602,1497
765,782,1547
392,55,447
652,714,1366
567,662,1229
882,244,1126
308,586,932
227,148,375
958,317,1275
240,409,649
417,560,1011
107,558,665
572,47,619
106,343,449
485,355,840
535,973,1508
426,119,545
537,678,1215
842,24,866
943,289,1232
9,496,505
66,793,859
888,431,1319
720,971,1691
153,525,678
258,117,375
549,469,1018
430,474,904
641,605,1266
447,336,783
250,25,275
990,482,1472
874,731,1605
701,167,868
65,133,229
54,674,728
286,950,1236
564,255,819
933,165,1098
52,623,675
157,256,413
326,58,384
375,305,680
578,828,1406
614,162,776
430,961,1391
882,485,1367
108,500,608
478,658,1136
126,348,474
54,108,145
155,657,812
496,757,1253
633,838,1471
665,441,1106
127,655,782
212,93,305
614,590,1204
161,886,1047
301,160,461
164,657,821
409,427,836
606,227,833
636,808,1444
915,552,1467
110,18,128
206,576,782
604,530,1134
759,67,826
140,588,684
637,886,1523
601,52,653
996,230,1226
975,406,1381
321,17,338
745,471,1216
787,918,1705
216,666,880
354,419,773
597,677,1274
689,422,1086
241,933,1174
833,62,895
290,383,673
556,923,1479
631,966,1597
963,822,1785
399,918,1317
486,539,1025
936,295,1231
626,401,1027
657,779,1436
277,615,892
207,111,318
742,864,1606
421,560,981
847,945,1792
587,949,1536
598,765,1363
779,294,1073
699,183,882
236,731,964
548,214,762
288,471,759
245,653,898
825,827,1652
16,121,137
993,849,1842
579,101,680
736,747,1483
455,998,1453
92,606,698
246,396,642
665,960,1625
858,507,1365
216,51,267
908,225,1133
441,705,1146
517,526,1024
183,164,347
156,881,1037
11,886,897
945,126,1071
392,937,1329
945,421,1366
726,302,1028
830,165,995
769,807,1576
144,297,441
949,629,1578
732,463,1195
249,241,506
597,964,1561
836,600,1436
192,709,944
694,2,703
74,395,470
399,606,1026
408,929,1337
657,574,1231
63,479,542
868,975,1843
271,433,704
323,644,967
111,459,570
470,702,1172
159,425,584
966,563,1529
881,250,1131
712,926,1638
