a,b,total
982,123,1105
826,162,988
204,390,28
503,127,630
102,362,464
975,843,1818
227,914,1141
694,573,1267
187,723,910
879,504,1383
862,645,1507
724,780,1504
880,264,1144
489,205,694
771,268,1039
214,993,1207
707,156,863
165,941,1106
17,649,666
622,299,921
157,354,511
686,878,1564
157,734,891
701,646,1347
182,751,933
414,58,472
840,909,1749
345,216,561
50,921,971
853,918,1771
739,490,1229
250,68,318
117,544,661
406,700,1106
282,107,389
6,497,503
234,877,1111
312,790,1102
575,331,906
909,675,1584
793,394,1187
676,58,734
293,679,972
584,848,1432
672,374,1046
321,748,1069
487,46,533
257,582,839
178,959,1137
68,377,445
1000,737,1737
79,579,658
689,350,1039
278,17,295
686,93,779
384,606,990
605,328,933
508,366,874
61,488,549
830,140,345
445,999,1444
15,72,87
667,508,1175
746,677,1423
314,75,389
585,249,834
440,927,1367
413,473,886
662,464,1126
579,977,1556
220,75,295
502,914,1416
81,817,898
788,189,977
667,398,1065
28,471,499
712,590,1302
547,636,1183
557,430,987
860,652,1512
963,646,1609
921,937,1858
316,207,523
93,645,738
336,316,652
976,524,1500
804,592,1396
186,238,424
46,162,208
70,360,430
793,357,1150
387,278,665
576,655,1231
943,290,1233
728,51,861
991,574,1565
313,316,629
780,445,1225
304,586,890
460,945,1405
963,91,1054
206,394,600
436,707,1143
263,878,1141
23,416,439
322,715,1037
203,38,241
395,998,1393
436,631,1067
475,451,926
903,650,1553
366,140,506
389,228,617
50,711,761
477,736,753
358,112,470
164,473,637
211,436,647
80,873,953
296,938,1234
870,573,1443
781,343,1124
357,944,1301
673,445,1118
995,338,1333
895,922,1817
299,763,1062
726,263,989
810,918,1728
124,405,529
617,603,1220
622,248,870
967,878,1845
592,461,1053
588,902,1490
419,270,1554
692,856,1548
574,175,749
48,607,655
430,131,561
488,740,1228
589,685,1274
657,789,1446
596,878,1474
102,255,357
990,8,998
778,584,1362
62,707,769
881,490,1371
490,334,824
872,531,1403
293,645,938
422,379,801
819,599,1418
796,128,20
43,309,352
443,868,1311
951,65,1016
625,228,853
842,28,870
754,895,1649
139,797,936
751,884,1635
879,402,1281
541,723,1264
194,338,532
643,693,1336
986,2,988
440,994,1434
944,587,1531
967,70,1037
369,565,934
265,712,977
397,226,623
228,956,1184
379,49,428
303,911,1214
848,417,1265
686,758,1444
878,254,1132
468,299,767
416,212,628
19,308,327
461,731,1192
516,759,1275
820,673,1493
841,553,1394
33,565,598
972,666,1638
724,918,1642
881,287,1168
596,982,1578
907,824,1731
662,678,1340
448,910,1358
476,269,745
38,309,347
326,59,385
549,812,1361
375,969,331
834,572,1406
287,432,719
185,459,644
747,893,1640
776,163,939
136,532,668
638,812,1450
139,16,155
410,587,997
220,209,429
235,22,257
259,418,677
69,751,820
686,922,1608
467,373,840
10,448,458
145,794,939
624,355,979
322,255,577
58,177,235
379,215,594
964,925,1889
236,752,988
788,264,1052
174,240,554
733,939,1672
134,47,181
303,469,772
995,818,1813
759,816,1575
789,16,805
734,166,900
677,816,1493
53,902,955
449,833,1282
423,938,1361
676,904,1580
747,794,1541
851,939,1790
651,707,1358
844,266,1110
637,805,1442
958,882,1840
270,51,321
655,554,1209
893,942,1835
807,693,1500
151,347,498
953,65,1018
324,613,1957
598,800,1398
394,403,797
288,729,1017
519,742,1261
969,253,1222
642,192,834
787,963,1750
190,102,292
88,48,136
468,989,1457
241,713,954
704,566,1270
940,760,1700
685,938,1623
920,75,995
50,883,933
298,710,1288
954,230,1184
360,106,466
634,632,1266
363,182,545
752,907,1659
112,505,617
179,145,324
968,397,1365
255,225,480
186,167,1755
296,153,449
384,180,564
328,701,1029
605,900,1505
870,981,1851
199,757,956
708,552,1260
207,999,1206
309,453,762
853,18,871
860,531,1391
613,594,1207
12,277,289
823,170,766
628,699,1327
519,700,1219
626,784,1410
194,806,1000
508,263,771
925,186,1111
649,673,1322
970,898,1868
324,424,748
189,463,652
485,326,811
163,933,1096
157,17,174
907,408,1315
85,145,230
137,28,165
586,742,1328
154,606,760
73,330,403
977,951,1928
223,43,266
325,323,648
717,595,1312
446,250,696
737,831,1568
418,176,594
740,303,1043
976,184,772
77,343,420
638,526,1369
564,347,911
209,741,950
670,551,1221
41,44,85
547,872,1419
721,876,1597
838,657,1495
870,155,1025
848,177,1025
381,767,1148
678,933,1611
728,381,1109
890,445,1335
548,511,1059
305,915,1563
596,112,708
268,569,837
398,316,714
768,136,904
689,0,795
181,583,764
937,954,1891
653,537,1190
851,321,1172
794,754,1548
653,411,1064
891,408,1299
793,763,1556
445,741,1186
303,674,977
625,144,769
446,828,1274
76,197,273
312,706,1018
291,167,458
544,222,766
115,288,403
960,523,1483
581,791,1372
886,114,1000
883,629,1512
845,778,1623
624,608,1232
284,589,873
98,667,765
715,203,918
562,20,582
896,442,1338
21,755,776
172,723,11
356,958,1314
165,552,717
557,405,962
98,3,101
47,334,381
276,250,526
920,240,1160
1,957,958
705,165,870
862,829,1691
675,797,1472
626,63,689
407,546,953
167,842,1009
446,955,1401
232,181,413
910,211,1121
513,624,1137
689,808,1497
208,219,427
417,921,1338
517,344,861
904,646,1550
934,830,1764
786,412,1198
465,107,572
565,312,877
111,0,111
194,158,352
810,160,970
231,734,965
101,689,790
520,748,1268
357,919,1276
754,614,1368
64,541,605
725,960,1685
963,717,1951
917,493,1410
97,666,1547
644,740,1384
595,171,1840
956,551,1507
876,669,1545
253,788,1041
130,478,608
979,419,1398
940,515,1455
360,993,1353
593,873,1466
252,554,806
358,676,1034
752,691,1466
841,749,1590
400,385,785
976,841,1817
393,782,1175
890,362,1252
96,141,237
209,315,524
607,579,1186
166,351,517
616,279,895
643,651,910
755,305,1060
593,882,1475
455,274,729
146,783,929
433,604,1037
311,64,375
587,633,1220
22,575,1601
609,468,1077
696,509,1205
360,702,1062
584,291,875
77,976,1053
821,622,1443
867,309,1176
473,248,721
469,531,1000
351,211,562
595,549,1144
109,389,498
598,546,593
323,10,333
170,678,848
825,403,1228
334,988,1322
855,908,1763
167,408,575
469,40,509
296,566,862
62,18,80
183,277,460
258,367,625
788,226,1796
552,586,1138
895,681,1576
337,494,831
834,553,1387
633,609,1242
268,853,1121
108,566,674
886,242,1895
983,457,1440
937,13,435
47,695,742
399,778,1177
104,606,710
797,610,1407
208,17,225
973,366,1339
99,571,670
578,196,774
554,680,1234
301,442,743
53,514,567
935,738,1673
669,121,790
165,424,589
822,35,1292
768,208,976
909,704,1613
236,277,513
310,972,1282
134,615,749
44,402,446
681,351,1032
572,924,1496
838,938,1776
308,962,290
806,796,1602
331,932,1263
611,446,1057
140,322,462
786,182,968
875,185,1060
8,339,347
954,650,1604
301,450,751
264,510,774
922,398,1320
295,701,996
381,611,992
447,334,781
868,843,1711
547,230,777
500,850,1350
140,294,434
356,223,579
718,848,1566
610,57,510
403,130,533
969,93,1062
69,951,1020
483,242,725
655,146,801
474,506,980
790,277,1067
558,749,1307
354,569,923
691,328,1019
175,185,360
312,174,486
354,143,497
320,103,423
1000,514,1514
377,629,1006
68,56,124
53,541,594
48,371,419
94,264,358
314,275,589
783,374,1157
365,790,1155
448,894,1342
761,873,1634
114,853,967
472,121,593
307,719,1026
584,470,1054
296,867,1163
208,37,245
500,522,1022
227,199,426
222,431,653
806,70,876
245,845,1090
940,615,1555
437,958,971
518,547,1065
831,935,1766
361,813,1174
556,486,1042
292,847,1139
188,323,511
320,185,505
708,313,1021
851,676,1527
335,746,1081
831,825,1656
51,103,154
884,109,993
702,489,1191
285,890,1175
89,752,841
760,387,1147
606,828,1434
954,66,1020
229,214,443
139,601,740
263,909,1172
812,440,1252
927,349,1276
601,588,1189
29,706,98
545,609,1154
491,233,724
544,927,1471
953,700,1653
167,97,264
553,608,1161
534,297,831
174,666,840
283,753,1036
795,529,1324
769,961,1730
686,629,1315
596,379,975
574,932,1506
843,793,1636
336,650,986
356,772,1128
968,530,1498
862,606,1468
146,73,219
597,473,1070
623,676,1299
866,646,1512
839,140,979
553,192,745
929,880,1809
83,473,672
768,594,1362
937,988,1925
336,830,1166
272,813,1085
435,508,943
163,535,698
535,107,642
743,222,965
214,540,754
770,444,1214
116,793,909
251,624,875
503,854,1357
281,967,1248
590,11,601
23,755,778
672,938,1610
863,737,1600
866,170,1036
455,479,934
379,323,702
882,435,1317
599,212,811
808,382,1190
848,672,1520
516,551,1067
772,739,1511
766,12,778
684,326,1010
689,404,1524
124,124,248
806,598,1404
254,981,1235
128,873,1001
485,314,799
886,322,1208
249,740,989
587,60,647
335,846,1181
103,876,979
125,43,168
62,900,962
217,731,948
410,71,481
955,713,1668
543,508,1051
775,411,1186
450,80,530
357,521,878
410,581,991
361,247,608
61,721,683
557,329,886
1000,769,1769
440,92,532
978,298,1276
252,88,340
881,395,1276
245,598,843
190,365,555
898,118,1016
297,252,549
695,628,274
858,520,1378
482,497,979
28,875,903
608,431,1039
665,387,1052
351,936,1287
181,533,714
826,261,1087
836,721,1557
78,35,113
638,713,1351
971,331,1302
209,342,551
837,650,1487
419,848,1267
998,382,1380
38,193,231
559,1,560
219,8,227
498,429,927
137,956,1093
893,104,997
265,692,957
118,541,659
235,606,841
216,948,843
588,816,1014
411,266,677
881,939,1820
621,641,1262
941,3,944
177,517,694
878,284,1162
521,465,986
892,327,1219
359,114,473
242,851,1093
336,550,886
464,139,603
126,464,590
201,21,222
435,825,1260
573,122,695
775,392,1167
840,277,1117
784,848,624
969,213,1182
778,535,1313
519,505,1024
481,453,934
367,984,1351
749,239,988
290,779,1069
14,849,863
238,734,25
637,935,1572
974,357,1331
845,652,1497
992,23,1015
130,405,535
270,806,1076
40,946,986
670,867,1537
890,238,1128
625,35,660
364,461,825
7,274,281
67,20,87
706,506,1212
858,721,1579
578,220,798
380,799,1179
564,658,1222
636,494,1130
316,101,417
945,147,1092
283,557,840
28,601,629
571,486,1057
399,261,660
588,416,1004
181,382,563
507,862,1369
147,189,336
271,852,1123
661,689,1350
429,102,531
848,636,1484
197,312,509
441,101,542
220,51,271
152,559,711
711,668,1379
956,952,1908
35,32,67
798,811,1609
914,821,1735
138,71,209
201,419,620
597,31,952
487,619,1106
61,98,159
139,341,480
576,988,1635
472,221,693
91,194,285
35,670,705
164,95,259
553,832,1385
42,761,803
905,77,982
507,145,652
25,823,848
323,891,1214
792,286,1078
811,114,925
113,583,696
827,987,1814
854,6,860
313,250,563
148,844,992
308,300,608
953,924,1877
369,147,516
406,15,421
185,219,404
276,773,1049
977,750,1727
680,747,556
312,759,1071
816,862,1678
184,384,568
213,690,903
656,640,1296
96,230,326
481,418,899
476,617,1093
737,570,1987
693,137,830
353,847,1200
598,553,1151
391,37,428
108,588,696
327,978,1305
595,944,1539
174,824,998
901,414,1315
719,292,1011
821,548,1369
261,490,751
810,899,1709
526,690,1216
219,474,693
60,929,1076
275,319,594
24,523,547
448,840,1288
999,90,1089
112,585,597
634,866,1500
87,447,534
51,413,464
743,782,1525
843,786,1629
997,206,1203
985,747,1732
853,202,1055
235,285,520
522,447,969
967,973,323
120,229,349
540,420,960
442,191,633
876,9,885
170,204,374
503,702,1205
151,887,1848
336,1,337
779,223,42
18,561,579
254,812,1066
731,412,1143
607,113,720
3,528,531
786,796,1582
92,124,216
415,817,1187
977,876,1853
393,581,974
642,155,797
142,701,843
956,467,1423
595,689,1284
791,591,1382
757,733,1490
397,9,406
750,344,1094
862,973,1835
875,887,1762
435,491,926
397,250,47
943,611,1554
995,603,1598
700,224,924
121,911,1032
855,250,1105
84,951,1035
903,87,990
678,618,1296
378,710,1088
513,144,657
985,824,1809
996,18,1014
266,824,1090
12,70,82
331,780,1111
422,420,658
384,966,1350
611,256,867
911,720,1631
414,442,856
733,54,787
563,141,704
659,738,285
723,788,1511
93,705,798
942,141,1083
525,457,982
785,295,1080
152,984,1136
144,34,178
512,908,1420
268,705,973
139,478,617
934,367,1301
197,421,618
973,952,1925
465,17,178
163,634,797
790,573,1363
564,718,1282
562,118,680
960,71,1031
805,646,1451
354,578,1363
887,913,1800
904,32,936
616,177,793
270,436,706
55,87,142
248,534,782
88,30,118
900,763,1663
205,925,1130
752,947,1699
70,359,429
30,670,700
969,545,1514
11,509,520
445,769,1214
978,834,1812
748,935,1683
264,319,583
47,993,1040
670,181,851
450,429,879
872,649,1521
845,989,1273
90,340,430
374,511,885
817,640,1457
987,749,1736
865,152,1017
358,571,929
85,502,587
547,173,720
325,775,1100
695,129,824
684,975,1659
463,3,466
867,428,1295
396,957,1353
715,801,1516
156,876,1032
78,979,1057
900,452,1352
418,872,1290
522,876,1398
809,638,1447
478,849,1327
163,592,755
212,370,845
998,955,1953
522,310,832
494,308,802
128,240,368
278,831,1109
54,314,368
899,756,1655
560,156,716
154,88,242
652,443,1095
619,755,1374
167,365,532
804,176,818
675,707,1382
289,658,947
784,126,910
727,627,1354
200,559,759
543,150,693
2,877,879
239,314,553
693,600,1293
512,895,1407
825,183,1008
540,529,1069
820,429,1249
414,414,828
792,18,810
100,836,936
44,186,230
834,899,1733
200,672,872
84,821,905
253,883,1450
411,52,463
761,973,1734
4,843,847
508,145,653
747,657,1404
394,54,448
207,167,374
715,206,921
457,563,1020
637,618,1255
50,82,132
282,33,315
214,304,518
486,832,1318
109,768,877
765,101,866
477,780,1257
424,46,470
107,905,1012
397,905,1302
778,962,1740
732,631,1363
52,739,791
100,595,695
865,651,1516
536,336,872
943,9,952
78,210,288
348,228,576
169,723,892
483,944,1427
541,692,1233
454,535,989
482,140,622
613,778,1391
232,479,711
425,108,533
565,706,1271
797,630,1427
854,158,1012
207,693,900
776,602,1378
393,257,650
793,123,916
496,346,842
41,458,499
573,884,1457
924,7,931
293,560,1480
733,562,1295
360,476,836
512,32,1333
263,685,948
198,817,1015
218,897,1115
190,166,356
124,400,524
808,393,1201
781,391,1172
867,466,1333
682,483,1640
453,698,1151
67,447,514
121,251,372
936,953,1889
766,962,1728
145,91,236
753,118,871
916,305,1221
397,74,1900
9,222,231
47,963,1010
664,535,1199
914,800,1714
868,216,1084
711,115,826
886,227,1113
295,554,849
515,67,582
10,308,318
756,435,1191
828,76,904
323,878,1201
150,103,253
72,386,458
373,781,1154
563,397,960
413,730,1143
236,683,919
629,883,1512
317,563,880
3,333,242
901,779,1680
510,430,940
159,502,661
827,599,1426
876,982,1858
483,252,735
328,762,1090
884,113,997
788,78,866
929,504,1433
100,137,237
381,783,1164
518,100,618
265,158,423
961,654,1375
831,612,1443
232,751,983
157,302,459
445,776,1221
378,790,1168
791,473,1264
37,366,403
104,27,131
62,846,908
125,370,495
269,772,1041
544,656,1200
492,680,1172
221,100,321
314,233,547
794,190,984
303,841,1144
308,515,823
722,470,1192
392,51,443
176,340,516
769,403,1172
412,151,563
190,568,758
307,46,353
438,256,694
456,668,1124
699,211,910
968,69,1037
723,211,934
213,744,957
942,410,1352
708,141,849
128,223,351
441,739,1180
486,621,1107
917,687,1604
816,269,1085
958,535,1493
605,695,1300
58,710,768
379,796,1175
6,355,361
703,537,1240
618,790,1408
204,591,795
85,979,1064
610,874,1484
974,263,1237
321,196,517
755,329,1084
59,754,813
609,902,1511
727,347,1074
162,446,608
600,721,1321
247,851,1098
265,150,415
488,215,703
767,857,1624
746,211,957
723,180,903
658,150,808
108,779,887
475,850,1325
908,501,1409
123,991,1114
433,168,601
301,161,462
556,380,936
274,857,1131
590,566,1156
383,179,562
855,435,1290
8,212,220
825,183,1008
920,184,1104
984,582,1566
14,97,111
911,272,1183
407,275,682
79,62,141
25,889,914
475,904,1379
19,943,962
82,409,491
456,908,1364
909,350,1259
963,33,996
203,213,416
855,469,1324
938,286,1224
229,873,1102
827,451,1278
285,801,1086
247,937,1184
552,227,779
33,759,792
951,332,1283
160,902,1062
746,627,1373
563,332,895
618,224,842
230,130,360
161,776,937
553,881,1434
916,586,1502
396,227,623
48,305,353
576,836,1412
128,850,978
429,463,892
339,843,1182
883,170,1053
311,364,675
602,500,1102
766,641,1407
23,463,486
517,879,1396
308,835,1532
507,372,879
866,891,91
558,10,568
944,105,1049
862,864,1726
47,169,216
79,925,1004
845,967,1812
833,243,1076
286,265,551
935,35,970
177,920,1097
980,197,1177
177,6,183
250,366,616
157,829,986
667,824,1491
873,996,1869
633,905,1538
345,290,635
735,699,1434
231,875,1106
516,832,1348
573,291,864
213,638,851
794,251,1045
166,301,467
403,941,1344
436,135,1100
27,355,382
758,551,1309
236,125,361
989,807,1796
276,92,368
593,58,651
341,769,1110
320,929,1249
615,629,1244
57,120,177
990,508,1498
77,492,569
602,380,982
67,928,373
609,793,1402
656,95,751
923,458,1381
815,100,915
185,405,590
719,234,953
381,237,618
131,966,1097
973,280,1253
154,683,837
644,939,1583
392,105,497
145,718,1271
435,123,558
784,234,1169
607,162,769
900,545,1445
322,895,1217
62,195,257
108,64,172
235,880,1115
10,325,335
214,737,951
102,595,697
306,243,549
50,529,579
496,939,1435
653,143,796
619,997,1616
709,759,1468
134,157,291
513,558,1071
838,260,1098
691,329,1020
552,810,1362
184,753,937
7,309,316
494,504,1009
649,391,1040
203,984,1187
240,775,1015
603,571,1174
97,366,463
965,58,1023
478,733,1211
296,983,1279
58,904,962
651,515,1166
367,752,1119
196,849,1045
175,996,1171
716,447,1163
489,138,627
176,18,194
272,407,679
674,598,1272
371,312,683
882,798,1680
326,754,1080
804,599,1403
568,162,730
890,358,217
546,187,733
814,679,1493
415,172,587
307,457,764
421,193,614
257,901,1158
13,92,105
173,811,984
944,280,1224
583,587,1170
11,806,1438
670,427,1097
851,710,1561
137,419,556
268,940,1208
350,847,1197
985,594,1579
198,189,387
856,291,1147
19,734,753
76,51,127
86,588,674
379,781,1160
634,181,815
305,856,1161
88,972,1060
391,872,95
429,988,1083
147,472,619
38,328,366
409,113,522
766,428,1194
56,485,541
891,132,1023
223,725,948
961,362,1172
333,233,566
204,277,481
455,845,1300
150,877,1027
113,210,323
907,202,1109
117,12,129
811,632,1443
729,95,824
306,140,446
732,101,833
282,921,1203
119,937,1056
470,182,652
674,916,1590
370,488,858
915,940,1855
432,879,1311
809,257,1066
184,638,822
838,284,1122
828,71,899
878,348,1226
563,451,177
